id,text,date_est,business_hours,cal_week
1750," It’s pretty hilarious that the NY Times thinks we’re not gonna facheck everything they say and type, give their propensity…",2020-03-17T03:33:41Z,non-business hours,11
1751," Wow. The DOJ moves to dismiss the charges against the Russian Company (Concord) who conducted the alleged ""information war…",2020-03-17T03:32:40Z,non-business hours,11
1752,“The Democrats have now conceded that President Trump has nommitted a crime.”,2020-01-23T20:26:23Z,business hours,4
1753, Project Air Bridge—a sweeping operation to keep doctors and nurses supplied with protive equipment—has completed more th…,2020-04-09T23:41:08Z,business hours,15
1754," ""Let me begin by expressing my sincere gratitude to the American people. Millions of Americans are making profound and diff…",2020-04-09T23:40:51Z,business hours,15
1755, Our great American medical system continues to go above and beyond the call of duty. 🇺🇸,2020-04-09T23:40:40Z,business hours,15
1756, The Atlan spews communist China’s propaganda while trashing the Trump administration. And it’s not alone among the A…,2020-03-17T03:40:23Z,non-business hours,11
1757,“President Trump shows us that electability is no match for electricity” by,2020-01-23T20:34:14Z,business hours,4
1758," Proof it’s all about emotion to liberals! I’m not a small guy, and she was afraid of my hat! Are You…",2020-02-15T22:11:18Z,business hours,7
1759,"....We will always be there for our Great Farmers, Cattlemen, Ranchers, and Producers!",2020-04-10T00:42:29Z,business hours,15
1760,"I have directed to expedite help to our farmers, especially to the smaller farmers who are hurting right now. I expect Secretary Purdue to use all of the funds and authorities at his disposal to make sure that our food supply is stable, strong, and safe....",2020-04-10T00:42:28Z,business hours,15
1761, Democrat Party-press wrong and disappointed,2020-03-17T03:41:33Z,non-business hours,11
1762, The debate tonight is hardly a debate at all. Biden has largely moved hard left where there are now relatively few diffe…,2020-03-17T03:41:09Z,non-business hours,11
1763," It’s amazing how hospitable the moderators are to the Democrat Party’s leftwing agenda. Thus far, absolutely no serious…",2020-03-17T03:40:58Z,non-business hours,11
1764,Interesting poll in Texas-! #TX,2020-01-23T21:02:31Z,business hours,4
1765,Close race in Kansas!,2020-01-23T21:01:35Z,business hours,4
1766,Thank you David!,2020-02-15T22:13:18Z,business hours,7
1767, Time-lapse footage shows efforts to convert sites at SUNY Old Westbury into an alternate care facility. beds for various…,2020-04-10T04:27:28Z,non-business hours,15
1768," The New York District, in conjunction with state, federal and local partners, is constructing an alternate care facility for…",2020-04-10T04:27:00Z,non-business hours,15
1769, The Jewish case for President Trump,2020-03-17T03:42:37Z,non-business hours,11
1770,I LOVE ALABAMA!,2020-01-23T21:03:28Z,business hours,4
1771, President promised the American people that he would bring back jobs and bring back manufacturing. He kept…,2020-02-15T22:21:33Z,business hours,7
1772," NJ National Guard aids in medical care: Col. Stephen McKenzie, a physician assistant with Joint Task Force- (JTF-)…",2020-04-10T04:28:15Z,non-business hours,15
1773," This morning, , protive suits landed in Dallas, Texas. This was made possible because of the partnership of t…",2020-04-10T04:27:57Z,non-business hours,15
1774," #UPDATE The first human trial to evaluate a candidate vaccine against the new coronavirus has begun in Seattle, US health official…",2020-03-17T03:46:38Z,non-business hours,11
1775,"A poll of Radical Left, Do Nothing Democrats jusame out in Florida. Nice results!",2020-01-23T21:04:47Z,business hours,4
1776,"Crazy Bernie takes the lead in the Democrat Primaries, but it is looking more and more like the Dems will never allow him to win! Will Sleepy Joe be able to stumble across the finish line?",2020-01-23T21:08:30Z,business hours,4
1777,"Democrats are going to destroy your Social Security. I have totally left it alone, as promised, and will save it!",2020-01-23T21:08:28Z,business hours,4
1778, I couldn’t agree more Socialist Democrats can’mpete with “incredible track recor…,2020-02-15T22:22:14Z,business hours,7
1779," Under President leadership, more than percent of the regulations that identified as hur…",2020-02-15T22:21:57Z,business hours,7
1780, Vice President at President has the backs of our Men ; Women in uniform!,2020-02-15T22:21:42Z,business hours,7
1781," Avoid eating out. Use carry-out, drive-thru, and delivery options.",2020-03-17T12:22:38Z,non-business hours,11
1782, Help make the next days count and avoid social gatherings of more than people.,2020-03-17T12:22:30Z,non-business hours,11
1783, Social distancing can help slow the spread of #COVID in affected communities. This means avoiding crowded places and maintain…,2020-03-17T12:22:47Z,non-business hours,11
1784," Fernanda Brooks, Navy Facilities Mid-Atlan archit, assists Wayne Miller, structural engineer, in a site…",2020-04-10T04:28:55Z,non-business hours,15
1785, We're working with partners to get medical supplies where they are needed by: 🔹 Making the best use of supplies at hand 🔹 Identi…,2020-04-10T04:28:51Z,non-business hours,15
1786," From DAY ONE, President fought to give Border Patrol Agents the resources they need. The results have been…",2020-02-15T22:31:22Z,business hours,7
1787, Really appreciate the efforts of Dr. #Fauci. He has become a national treasure just like ALL of our healare workers…,2020-03-17T12:23:09Z,non-business hours,11
1788," Multiple #ProjectAirBridge flights arrived in Chicago, IL today ; included: • M+ gloves • k+ gowns • .M+ masks Th…",2020-04-10T04:30:30Z,non-business hours,15
1789," FEMA’S ‘Project Airbridge’ Takes Flight With Charter Flights, Dedicated Distribution Center -",2020-04-10T04:30:07Z,non-business hours,15
1790,"On my way, see you soon!",2020-01-23T21:11:47Z,business hours,4
1791, Not one more life should be stolen by a Sanctuary City. President is calling on Congress to give American…,2020-02-15T22:31:43Z,business hours,7
1792,That is a real fan. Thank you!,2020-01-23T21:50:02Z,business hours,4
1793,"Years ago the Democrats had the money to build the Wall, but they didn’t have any idea how to get it done. I am building it bigger and better than ever thought possible!",2020-02-15T22:30:49Z,business hours,7
1794, President Trump’s decision to declare a national emergency over the #coronavirus pandemic is the righall. It wil…,2020-03-17T12:24:20Z,non-business hours,11
1795, An international cargo plane landed at Louisville International Airport with crucial medical supplies destined for crial l…,2020-04-10T04:30:58Z,non-business hours,15
1796," From day one, President has fought to give our Border Patrol the resources they need. The results have b…",2020-02-15T22:32:47Z,business hours,7
1797,Federal Government is working very well with the Governors and State officials. Good things will happen! #KILLTHEVIRUS,2020-03-17T13:34:01Z,business hours,11
1798,"Cuomo wants “all states to be treated the same.” But all states aren’t the same. Some are being hit hard by the Chinese Virus, some are being hit pracally not at all. New York is a very big “hotspot”, West Virginia has, thus far, zero cases. Andrew, keep polis out of it....",2020-03-17T12:22:11Z,non-business hours,11
1799," Superheroes exist in real life, for we walk among them! Shout out to all the dedicated health professionals and Sailors acros…",2020-04-10T04:31:56Z,non-business hours,15
1800," While Democrats have tried to obstruct at every turn, has nominated, and the Senate has confirmed A…",2020-02-15T22:34:09Z,business hours,7
1801, . policies have kicked America’s economic engine into high gear: Last month marked the rd consecut…,2020-02-15T22:33:44Z,business hours,7
1802,Failing Michigan Governor must work harder and be much more proactive. We are pushing her to get the job done. I stand with Michigan!,2020-03-17T13:27:18Z,business hours,11
1803,"Remember, will be at Daytona tomorrow!",2020-02-15T22:35:26Z,business hours,7
1804," On National Former Prisoner of War Recognition Day, we honor the more than , American warriors captured while pr…",2020-04-10T04:36:18Z,non-business hours,15
1805, New transcripts show that James Comey’s FBI sought dirt on the Trump Caign less than TWO WEEKS before the election.…,2020-04-10T04:35:56Z,non-business hours,15
1806,"Carlos will win big, very exciting. Great for Florida, great for USA! He has my complete and total Endorsement!",2020-01-24T02:52:47Z,non-business hours,4
1807, President and welcomed the President and First Lady of Ecuador to the White House this week! 🇺🇸🇪🇨…,2020-02-15T22:36:28Z,business hours,7
1808,BIG PROGRESS!,2020-02-15T22:36:03Z,business hours,7
1809, LIVE: Press Briefing with Coronavirus Task Force,2020-03-17T15:41:02Z,business hours,11
1810, Chuck Schumer will never pass up an opportunity to play partisan games.,2020-04-10T04:36:55Z,non-business hours,15
1811, The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through…,2020-04-10T04:36:42Z,non-business hours,15
1812, Great News: Prime Minister Boris Johnson has just been moved out of Intensive Care. Get well Boris!!!,2020-04-10T04:36:40Z,non-business hours,15
1813, Early on in .. I saw something in and I predicted his win. Some are trying to do the same thing...…,2020-02-15T22:37:27Z,business hours,7
1814, We applaud private-sector businesses for creating seniors-only shopping times! 🛒,2020-03-17T18:33:58Z,business hours,11
1815, NEW: Medicare will dramaally expand telehealth services in response to the Coronavirus. Medicare patients can now visit…,2020-03-17T18:33:53Z,business hours,11
1816, President spoke with executives from America’s fast food companies to discuss the important role that driv…,2020-03-17T18:33:46Z,business hours,11
1817, “The Republican Convention is going to be such a benefit for the city. It’s going to show everyone around the world that…,2020-04-10T04:46:22Z,non-business hours,15
1818,Thank you Erin!,2020-04-10T04:45:48Z,non-business hours,15
1819,"Jeanne Mancini, President, March for Life: “We have never had a President of the United States actually come in person to the March for Life.” But now you do! See you later Jeanne.",2020-01-24T11:18:36Z,non-business hours,4
